bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc,exp,di
1,6200,,,DebtCon,Self,3,,,80.5,2,17,44,,M
0,6200,,80078,,,,,,,,,25.376,1,B
1,6200,42100,57385,DebtCon,Other,8.5,0,1,164.8,1,28,44,3,M
0,6200,70793,71552,HomeImp,Sales,3,2,0,162.95,0,23,40.315,,C
0,6200,73881,98550,HomeImp,Other,0,0,1,182.88,0,31,37.199,1,C
0,6200,45787,64854,DebtCon,,4,,1,63.12,,16,36.539,2,C
0,6200,75121,96462,DebtCon,ProfEx,0,,,,,,27.168,1,B
0,6200,,51732,,,,,,,,,12.325,1,A
0,6200,133882,155222,HomeImp,ProfEx,9,0,0,212.54,0,19,20.617,3,A
0,6200,75623,89634,HomeImp,Other,24,0,0,324.69,0,47,28.286,3,B
0,6200,45564,61956,HomeImp,Other,2,0,,101.17,,13,38.675,1,C
0,6300,99469,116260,HomeImp,Office,23,0,0,124.75,1,12,35.642,3,C
0,6300,55000,69000,DebtCon,ProfEx,13,0,0,130.07,0,20,44,3,M
0,6300,,72890,HomeImp,Office,1,0,0,41.25,0,3,39.198,1,C
0,6300,44226,57779,DebtCon,,7,,0,63.63,,16,33.112,2,B
0,6300,,39050,HomeImp,Other,,,,294.48,,12,31.448,1,B
0,6300,78724,80355,HomeImp,Other,24,0,0,335.07,1,46,31.177,3,B
1,6300,59793,98314,DebtCon,Self,2.2,0,0,120.73,0,8,44,,M
1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,44,1,M
0,6300,45582,89005,DebtCon,,2,0,0,209.36,4,30,29.596,1,B
0,6300,92659,117352,HomeImp,ProfEx,6,0,0,199.01,0,27,26.52,2,B
0,6300,58052,70091,DebtCon,ProfEx,9,0,4,153.78,1,30,21.72,3,A
0,6300,49498,64296,DebtCon,Mgr,6,,4,111.21,1,10,38.577,2,C
0,6300,79667,96988,DebtCon,ProfEx,1,,,,,,29.836,1,B
1,6300,12476,32559,HomeImp,Office,12,3,6,227.13,0,23,23.32,3,A
0,6300,69357,73726,HomeImp,Sales,3,2,0,163.28,1,22,42.408,,D
0,6300,26655,29792,DebtCon,Other,1,1,0,12.76,10,6,28.362,1,B
1,6400,25144,45200,HomeImp,Other,25,0,2,128,4,17,44,3,M
0,6400,99131,125652,HomeImp,Other,8,,,419.38,1,50,42.245,3,D
0,6400,76577,83200,DebtCon,,5,,,,,,22.055,2,A
0,6400,47251,58157,HomeImp,Other,0,0,,104.79,,13,36.417,1,C
0,6400,53476,70157,DebtCon,ProfEx,7,0,3,164.32,1,30,21.138,2,A
0,6400,81116,86148,HomeImp,ProfEx,8,0,0,262.18,0,11,42.068,3,D
0,6400,17491,63614,HomeImp,Office,23,0,0,325.3,0,12,40.244,3,C
0,6400,65215,74332,HomeImp,Mgr,9,,1,213.83,0,24,40.645,3,C
0,6400,62746,75016,DebtCon,ProfEx,12,0,0,133.1,0,20,40.188,3,C
0,6400,76732,78084,HomeImp,Other,8,0,0,109.19,0,26,37.965,3,C
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.08,0,31,31.206,,B
0,6400,39687,51666,HomeImp,Office,9,,,177.59,,19,26.121,3,B
0,6400,51436,91284,DebtCon,,4,0,0,209.64,2,30,31.972,2,B
0,6400,44968,62747,HomeImp,Other,0,1,,101.39,,12,36.603,1,C
0,6400,9113,46351,HomeImp,Self,,0,0,202.25,0,11,45.114,1,E
0,6400,28041,33438,DebtCon,Other,1,1,0,10.43,10,6,29.754,1,B
0,6400,57887,74776,HomeImp,Mgr,3,0,1,126.33,0,22,28.756,,B
0,6500,47949,53102,HomeImp,Office,9,,,180.84,,19,27.839,3,B
0,6500,,37448,HomeImp,Other,,,,333.23,,11,29.012,1,B
1,6500,60054,70434,HomeImp,Other,1,0,0,127.06,2,21,37.8,1,C
0,6500,80739,97630,DebtCon,ProfEx,1,,,,,,30.531,1,B
0,6500,63144,76754,HomeImp,Mgr,2,0,2,129.08,0,23,29.055,1,B
0,6500,33639,37345,HomeImp,ProfEx,11,0,0,191.08,0,13,24.227,3,B
0,6500,78741,90599,DebtCon,ProfEx,0,,,,,,29.199,1,B
0,6500,51724,87770,DebtCon,,4,0,0,209.33,4,29,30.343,2,B
1,6500,13600,,HomeImp,Other,14,2,5,115.37,1,16,44,3,M
1,6500,48000,61000,DebtCon,Other,1,1,0,97.3,6,38,44,1,M
1,6500,65000,80400,DebtCon,Other,15,0,0,224.87,0,13,44,3,M
0,6500,22789,35836,HomeImp,Office,1,0,0,110.57,2,30,44,1,M
0,6500,75113,115900,HomeImp,Office,29,0,0,332.73,2,38,44,3,M
0,6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,44,3,M
0,6500,60000,70000,DebtCon,ProfEx,9,0,0,54.77,2,24,44,3,M
0,6500,70300,107500,DebtCon,Office,1,0,0,242.47,1,38,44,1,M
1,6500,96314,105800,HomeImp,ProfEx,27,0,0,475.8,2,40,44,3,M
0,6500,81145,117530,HomeImp,Office,29,0,0,327.2,1,38,34.346,3,B
0,6500,,70886,,,,,,,,,23.471,1,A
1,6500,183860,208910,DebtCon,ProfEx,4,6,0,86.45,6,29,69.801,2,E
0,6500,58689,72557,DebtCon,Other,0,0,1,94.01,2,18,34.898,1,B
0,6600,62380,89742,HomeImp,Office,31,0,0,232.53,0,16,26.16,3,B
0,6600,74376,84855,DebtCon,,3,,,,,,20.028,,A
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.219,1,A
0,6600,68733,81973,HomeImp,Other,5,0,0,96.98,0,14,42.211,2,D
0,6600,40926,50486,HomeImp,Office,10,,,179.8,,19,27.532,3,B
0,6600,95450,112630,HomeImp,Office,23,0,0,122.82,0,12,36.773,3,C
0,6600,,46516,HomeImp,,0,0,0,,0,0,14.846,1,A
0,6600,98415,126636,HomeImp,Other,11,,,423.21,2,49,40.957,3,C
0,6700,,55396,,,,,,,,,15.704,1,A
0,6700,55113,56486,HomeImp,Other,4,0,0,84.42,0,17,23.643,2,A
1,6700,60301,70543,HomeImp,ProfEx,5,0,0,195.78,0,19,32.398,2,B
0,6700,,30544,DebtCon,Other,2,0,0,283.9,0,14,24.12,1,B
0,6700,49367,59609,HomeImp,Other,6,0,0,99.3,0,17,25.231,2,B
0,6700,58741,68225,DebtCon,ProfEx,9,0,3,173.57,1,31,23.587,3,A
1,6700,27510,42495,DebtCon,Other,2,0,2,171.53,3,27,41.429,1,D
1,6700,,81239,HomeImp,Other,19,,,,,,40.895,3,C
0,6700,69773,83014,HomeImp,Other,0,1,0,263.17,0,5,37.707,1,C
0,6700,51855,58084,HomeImp,Office,21,0,0,193.75,0,19,19.55,3,A
0,6700,48430,64358,HomeImp,Other,0,1,,108.35,,13,38.894,1,C
0,6700,29662,36195,HomeImp,Office,1,0,0,112.14,1,30,38.529,1,C
0,6700,66587,70710,DebtCon,ProfEx,9,1,0,43.92,1,24,39.739,3,C
1,6700,,20631,HomeImp,Mgr,4,0,0,174.72,1,8,62.246,2,E
0,6700,54161,59714,HomeImp,Office,20,0,0,209.21,0,20,20.204,3,A
0,6700,134616,155034,HomeImp,ProfEx,13,1,0,215.42,0,19,19.494,3,A
0,6800,136951,160306,HomeImp,ProfEx,11,0,0,219.74,1,18,20.885,3,A
0,6800,138691,160063,HomeImp,ProfEx,12,0,0,208.42,0,19,19.333,3,A
0,6800,49809,65074,DebtCon,Mgr,7,,4,116.63,3,10,39.215,2,C
0,6800,78292,86959,DebtCon,,3,,,,,,18.927,,A
0,6800,139578,154602,HomeImp,ProfEx,12,0,0,201.96,0,18,22.326,3,A
0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.3,0,22,27.119,1,B
0,6800,76074,88178,HomeImp,Other,22,0,0,341.47,0,46,27.523,3,B
1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.27,2,26,44,2,M
0,6800,45150,57150,DebtCon,Office,4,0,1,94.33,3,12,44,2,M
0,6800,56155,57912,HomeImp,Office,21,0,0,206.31,0,20,21.799,3,A
1,6800,,27410,HomeImp,Mgr,6,1,0,2.03,1,5,44,2,M
0,6800,178559,247611,DebtCon,Sales,,0,0,127.23,0,22,42.084,1,D
0,6800,,72310,HomeImp,Office,1,0,0,48.82,0,3,40.787,1,C
0,6800,71666,99913,HomeImp,Other,0,0,1,196.46,0,31,35.762,1,C
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.7,0,23,39.108,3,C
0,6900,75880,113612,DebtCon,Office,1,0,0,230.81,1,38,17.966,1,A
0,6900,70717,87466,HomeImp,Other,2,0,0,112.59,0,15,41.428,1,D
0,6900,53776,51952,HomeImp,Other,5,0,0,87.9,0,17,22.287,2,A
1,6900,53328,58088,DebtCon,Sales,2,0,0,101.53,0,21,35.764,1,C
1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,44,3,M
1,6900,57257,63752,DebtCon,Other,10,2,0,138.23,0,22,38.372,3,C
1,6900,37055,83000,HomeImp,Sales,1,0,0,122.27,2,43,44,1,M
0,6900,97662,110046,HomeImp,Office,24,0,0,111.12,0,11,37.253,3,C
0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,44,1,M
0,6900,,57067,,,,,,,,,14.371,1,A
0,6900,50387,68443,DebtCon,Mgr,7,,3,105.83,2,10,40.718,2,C
0,6900,49932,66042,HomeImp,Office,20,0,0,204.48,0,19,21.855,3,A
0,6900,51384,84689,DebtCon,,4,0,0,224.25,3,29,30.526,2,B
0,6900,,36191,HomeImp,Other,,,,311.87,,12,30.791,1,B
0,7000,98779,124827,HomeImp,Other,9,,,421.54,1,49,40.829,3,C
0,7000,73873,111781,DebtCon,Office,0,0,0,231.8,0,38,19.274,1,A
0,7000,74795,99149,HomeImp,Other,1,0,1,175.57,0,32,34.45,1,B
0,7000,,47462,HomeImp,Other,,,,102.66,,9,36.094,1,C
0,7000,78284,98214,HomeImp,Other,0,0,1,171.84,0,31,36.248,1,C
0,7000,58128,93740,HomeImp,ProfEx,5,0,0,213.36,2,24,34.475,2,B
0,7000,81335,81018,HomeImp,Other,22,0,0,341.61,1,47,27.767,3,B
0,7000,52287,87972,HomeImp,ProfEx,7,0,0,211.28,1,24,33.461,2,B
0,7000,58339,72432,HomeImp,Mgr,10,,1,197.34,0,24,39.843,3,C
0,7000,46238,66842,DebtCon,Office,4,0,0,90.38,3,11,36.31,2,C
1,7000,142251,157250,HomeImp,Other,5,0,0,87.83,4,21,44,2,M
1,7000,19894,32500,DebtCon,Other,4,0,0,134.7,1,16,44,2,M
1,7000,27290,63500,HomeImp,Office,6,,,,,,44,2,M
1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,44,3,M
1,7000,66000,86300,DebtCon,Other,3,1,1,242.43,0,8,44,,M
1,7000,46000,66660,DebtCon,Office,1,0,1,138.23,0,9,44,1,M
0,7000,120000,175450,DebtCon,Other,8,0,0,219.17,1,20,44,3,M
0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.67,0,7,44,1,M
0,7000,7000,31200,DebtCon,Other,5,0,0,265.07,0,12,44,2,M
0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,44,3,M
0,7000,5768,26600,,,,,,,,,44,1,M
0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,44,3,M
0,7000,55000,63000,HomeImp,Other,5,0,0,84.73,3,20,44,2,M
0,7000,46225,59000,DebtCon,Other,16,0,4,219.13,0,37,44,3,M
1,7000,53194,81150,HomeImp,ProfEx,14,7,0,183.63,2,28,44,3,M
1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,44,2,M
1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,44,3,M
1,7000,38800,53500,HomeImp,ProfEx,15,0,0,96.37,0,18,44,3,M
1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,44,1,M
1,7000,18000,25000,DebtCon,Other,6.5,1,0,205.97,1,19,44,2,M
1,7000,74500,81600,HomeImp,ProfEx,2,2,0,340.9,0,29,44,1,M
1,7000,64300,119500,HomeImp,Other,1,1,0,54.83,0,8,44,1,M
0,7000,64255,68389,HomeImp,Other,4,0,0,80.15,2,19,40.562,2,C
1,7000,,96783,HomeImp,Other,20,,,,,,40.73,3,C
0,7000,129959,161301,HomeImp,ProfEx,11,0,0,209.99,0,18,21.918,3,A
0,7000,58114,93391,HomeImp,ProfEx,6,0,0,200.08,1,24,31.737,2,B
0,7000,16047,67750,HomeImp,Office,21,0,0,315.32,0,12,38.694,3,C
1,7100,39000,55000,,Other,12,0,1,192.77,2,31,44,3,M
1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,44,3,M
0,7100,,74753,HomeImp,Office,2,0,0,48.85,0,4,41.303,1,D
0,7100,98490,114457,HomeImp,Office,23,0,0,116.1,0,11,35.602,3,C
0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,44,3,M
0,7100,,40185,HomeImp,Other,3,0,0,272.92,1,25,41.917,,D
0,7100,25896,33580,DebtCon,Other,1,0,0,29.86,9,7,28.271,1,B
0,7100,120176,180104,DebtCon,Other,8,0,0,221.61,0,18,32.674,3,B
0,7100,58639,72412,DebtCon,ProfEx,14,0,0,120.03,0,20,43.679,3,E
0,7100,57863,70969,DebtCon,Other,0,0,0,65.87,7,21,26.829,1,B
0,7100,64850,76985,HomeImp,Other,0,0,0,108.22,0,7,36.338,1,C
0,7100,53273,54378,HomeImp,Other,5,0,0,84.84,0,17,22.861,2,A
1,7200,54600,65000,DebtCon,Other,14,2,1,98.43,11,9,44,3,M
0,7200,62329,78007,DebtCon,ProfEx,8,0,0,55.36,1,23,38.64,3,C
0,7200,57912,84806,HomeImp,Other,15,0,0,241.51,0,35,35.063,3,C
0,7200,98691,115750,HomeImp,Office,22,0,0,118,0,11,37.72,3,C
0,7200,79946,113807,DebtCon,Office,1,0,0,238.46,0,37,18.617,1,A
0,7200,36264,48240,DebtCon,Other,15,0,0,82.17,0,12,44,3,M
1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,44,3,M
1,7200,43705,50000,DebtCon,Other,9,0,2,235.37,6,16,44,3,M
0,7200,,38061,HomeImp,Other,,,,299.75,,12,31.88,1,B
1,7200,15637,39660,HomeImp,Self,6,0,1,354.24,3,42,33.624,2,B
0,7200,,74610,HomeImp,Office,1,0,0,40.18,0,3,37.941,1,C
0,7200,71667,117325,DebtCon,Office,0,0,1,241.06,1,38,18.511,1,A
1,7200,,76723,HomeImp,Other,10,0,0,70.19,0,11,41.251,3,D
0,7200,71509,86484,DebtCon,,4,,,,,,20.099,2,A
0,7200,22832,31666,DebtCon,Other,0,0,0,38,9,7,28.296,1,B
1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.07,1,16,44,,M
1,7300,60890,75785,DebtCon,Other,6,0,1,45.97,0,13,44,2,M
1,7300,28500,42050,HomeImp,Other,3,,,,,,44,,M
1,7300,60971.32,77375,DebtCon,Other,2,,,,,,44,1,M
0,7300,131000,197500,DebtCon,ProfEx,1.5,0,0,68.03,2,23,44,1,M
0,7300,55456,86766,HomeImp,ProfEx,6,0,0,240.06,2,23,31.725,2,B
0,7300,60973,79443,HomeImp,Other,14,0,0,239.62,1,36,36.727,3,C
0,7300,93428,118184,HomeImp,Other,10,,,411.95,1,50,40.396,3,C
0,7300,49064,64225,DebtCon,Mgr,6,,4,106.38,1,10,40.052,2,C
0,7300,139348,205981,DebtCon,ProfEx,1,0,0,60.42,2,22,36.812,1,C
0,7400,32832,50798,DebtCon,Other,10,0,0,221.34,1,31,36.009,3,C
0,7400,75311,89905,DebtCon,ProfEx,0,,,,,,27.202,1,B
1,7400,2063,100448,HomeImp,Other,,0,0,96.13,0,14,44,1,M
0,7400,,44651,HomeImp,Other,2,0,0,271.92,0,25,42.93,1,D
0,7400,138033,163162,HomeImp,ProfEx,11,0,0,224.85,0,19,21.058,3,A
0,7400,88288,119677,HomeImp,ProfEx,5,0,0,194.37,1,27,26.646,2,B
0,7400,75547,93839,DebtCon,ProfEx,0,,,,,,28.162,1,B
0,7400,48924,86612,DebtCon,,4,0,0,207.77,4,30,29.938,2,B
0,7400,73985,114849,DebtCon,Office,0,0,0,238.59,1,38,18.421,1,A
0,7400,,54138,HomeImp,,1,0,0,,0,0,12.22,1,A
0,7400,51974,59323,HomeImp,Other,4,0,0,83.35,0,18,23.398,2,A
0,7400,56596,72861,HomeImp,Mgr,3,0,1,141.96,0,23,28.3,,B
1,7400,71576,89068,DebtCon,Sales,0,0,0,94.78,0,17,42.803,1,D
0,7400,65032,83184,HomeImp,Other,15,0,0,230.42,1,35,35.415,3,C
0,7400,72739,91425,DebtCon,ProfEx,3.5,0,0,128.83,0,26,44,2,M
0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.95,1,24,37.909,3,C
1,7500,,51610,HomeImp,ProfEx,4,0,3,158.27,2,18,44,2,M
0,7500,45864,57799,DebtCon,,7,,0,65.57,,16,33.866,2,B
1,7500,57340,80000,DebtCon,ProfEx,4,0,5,86.23,3,14,44,2,M
0,7500,47518,60252,DebtCon,Other,16,0,3,220.62,0,37,26.712,3,B
0,7500,63573,80601,HomeImp,Other,4,0,0,111.44,0,14,41.773,2,D
1,7500,32070,36811,DebtCon,Other,1,1,0,228.04,0,6,30.162,1,B
0,7500,44744,60518,DebtCon,,6,,0,79.41,,16,34.397,2,B
0,7500,,49804,,,,,,,,,12.391,1,A
0,7500,72097,69408,HomeImp,Sales,4,1,0,155.39,1,23,41.601,2,D
0,7500,84479,104571,DebtCon,ProfEx,23,0,0,47.83,3,14,33.075,3,B
0,7500,88056,104794,DebtCon,ProfEx,25,0,0,56.75,2,14,30.539,3,B
0,7500,11358,36892,DebtCon,Other,5,0,0,286.92,0,11,23.063,2,A
1,7500,59000,72000,HomeImp,Office,5,0,3,295.87,0,19,44,2,M
1,7500,,,HomeImp,Other,21,,,158.9,1,21,44,3,M
1,7500,35945,49750,HomeImp,Other,3,0,0,122.07,0,23,44,,M
1,7500,18400,29375,DebtCon,Other,6,1,0,147.1,0,9,44,2,M
1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,44,2,M
1,7500,33600,50125,DebtCon,Other,2,0,0,146.93,0,18,44,1,M
1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.13,1,18,44,2,M
1,7500,,40150,HomeImp,Other,5,0,0,,1,0,44,2,M
1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,44,3,M
1,7500,60000,87830,HomeImp,Other,5,0,0,153.27,2,16,44,2,M
1,7500,126000,151380,HomeImp,ProfEx,18,0,2,75.67,1,13,44,3,M
0,7500,40936,50900,DebtCon,,10,1,0,115.6,1,26,44,3,M
0,7500,,26850,HomeImp,Office,20,0,0,185.63,1,16,44,3,M
0,7500,49100,85650,HomeImp,Other,18,0,0,178.33,0,29,44,3,M
1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,44,2,M
1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,44,1,M
1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,44,2,M
1,7500,42721,67000,DebtCon,Other,15,1,3,126.77,2,23,44,3,M
1,7500,,,HomeImp,Other,20,,,157.33,0,20,44,3,M
1,7500,12115,35910,HomeImp,Office,13,3,6,234.9,0,24,24.662,3,B
0,7500,67778,83368,DebtCon,ProfEx,15,0,0,227.29,0,17,24.092,3,B
0,7500,60192,76475,DebtCon,ProfEx,8,0,0,60.5,2,24,39.281,3,C
0,7500,57213,92458,HomeImp,Office,28,0,0,243.16,1,16,23.992,3,A
1,7500,50000,80000,HomeImp,Other,9,,5,299.57,2,18,44,3,M
0,7600,133475,203936,DebtCon,ProfEx,1,0,0,87.45,2,23,37.006,1,C
0,7600,77518,83727,DebtCon,,4,,,,,,22.655,2,A
0,7600,48829,62357,DebtCon,Office,3,0,1,92.94,2,12,35.672,,C
0,7600,58622,77726,HomeImp,Other,15,0,0,249.63,2,36,34.882,3,B
0,7600,,28593,HomeImp,Office,20,0,0,180.17,0,16,35.583,3,C
0,7600,49926,58588,DebtCon,,5,,1,64.66,,16,35.052,2,C
0,7600,80900,99525,DebtCon,ProfEx,2,0,0,135.64,0,26,34.777,1,B
0,7600,,40341,HomeImp,Other,3,0,0,265.02,1,25,43.3,,E
0,7700,14776,32287,,,,,,,,,34.88,1,B
0,7700,32243,36369,HomeImp,ProfEx,12,0,0,180.42,0,13,21.721,3,A
0,7700,53377,86018,HomeImp,Other,16,0,0,187.19,0,28,24.218,3,B
0,7700,56622,70136,DebtCon,Mgr,7,,4,120.76,1,11,38.132,2,C
0,7700,35100,45000,DebtCon,Office,10,0,0,206.97,1,23,44,3,M
0,7700,,67350,,,,,,,,,44,1,M
0,7700,70451,81862,DebtCon,Sales,3,0,0,141.27,0,31,31.682,,B
0,7700,20887,26958,DebtCon,Other,0,0,0,17.46,10,6,30.234,1,B
1,7700,14589,33100,DebtCon,Other,3,0,7,122.07,0,22,44,,M
0,7700,76056,83643,HomeImp,Other,22,0,0,353.2,0,47,28.545,3,B
0,7700,,68131,HomeImp,Office,1,0,0,56.61,0,3,40.5,1,C
0,7700,51045,91068,HomeImp,Other,20,0,0,179.24,0,28,27.231,3,B
0,7800,44000,57500,DebtCon,Other,11,0,0,95.37,0,23,44,3,M
1,7800,,11702,HomeImp,Other,0,0,0,44.63,2,7,21.272,1,A
0,7800,58399,65945,DebtCon,Other,1,0,1,106.63,2,18,37.025,1,C
0,7800,42802,52422,HomeImp,Office,8,,,193.08,,18,26.496,3,B
0,7800,58364,66688,DebtCon,Other,3,0,2,114.51,3,18,37.929,,C
0,7800,64503,85608,HomeImp,Other,12,0,0,235.49,0,35,34.423,3,B
0,7800,69662,80498,HomeImp,Other,4,0,0,100.43,0,14,42.807,2,D
0,7800,45391,61743,DebtCon,Other,12,0,0,105.09,0,22,36.705,3,C
0,7800,48200,59000,DebtCon,Other,23,0,0,274.97,3,29,44,3,M
0,7800,55000,62800,HomeImp,Other,6,0,0,123.03,0,34,44,2,M
0,7800,38506,50309,DebtCon,Other,11,0,0,231,0,32,35.906,3,C
0,7800,55394,63567,DebtCon,Other,23,0,0,262.01,2,29,38.984,3,C
0,7800,,30320,DebtCon,Other,2,0,0,295.11,0,13,23.246,1,A
0,7800,109000,123500,DebtCon,Self,6,0,1,174.47,0,19,44,2,M
0,7800,53243,95065,HomeImp,ProfEx,7,0,0,220.8,2,24,31.828,2,B
1,7900,67222,75189,HomeImp,Other,4,0,0,95.68,0,23,36.98,2,C
0,7900,44682,57285,DebtCon,,7,1,0,110.07,1,25,25.409,2,B
0,7900,44690,45841,DebtCon,Office,10,0,0,185.62,0,22,32.286,3,B
1,7900,126919,166566,HomeImp,Mgr,10,,,,,,44,3,M
0,7900,40827,55757,DebtCon,Other,14,0,0,87.6,0,11,31.851,3,B
0,7900,,31602,HomeImp,Office,20,0,0,192.12,0,15,35.586,3,C
0,7900,,67081,HomeImp,Office,1,0,0,59.08,0,4,41.078,1,D
0,7900,,71519,HomeImp,Office,0,0,0,55.87,0,4,38.375,1,C
0,7900,77221,95316,DebtCon,ProfEx,4,0,0,116.31,0,25,35.43,2,C
0,7900,,35422,HomeImp,Office,19,0,0,184.39,0,15,37.837,3,C
0,7900,42400,53000,DebtCon,Other,2,0,1,95.37,0,20,44,1,M
1,7900,55383,70020,DebtCon,Other,12,2,0,80.78,10,8,44.859,3,E
0,7900,,37125,HomeImp,Other,,,,285.11,,12,29.414,1,B
0,7900,78532,122952,HomeImp,Office,29,0,0,332.65,1,37,35.312,3,C
0,7900,,75462,,,,,,,,,23.345,1,A
0,7900,41935,53543,DebtCon,Office,8,0,0,203.54,1,22,31.492,3,B
0,8000,53000,65960,HomeImp,Other,7.5,0,0,132.57,0,17,44,3,M
0,8000,49232,61221,DebtCon,Other,23,0,0,258.19,3,29,41.247,3,D
0,8000,45557,56235,DebtCon,,7,,1,84.69,,16,36.503,2,C
0,8000,61565,87624,DebtCon,ProfEx,14,0,0,204,0,17,23.563,3,A
0,8000,82547,105361,DebtCon,ProfEx,24,0,0,52.59,2,13,32.161,3,B
0,8000,70546,81272,DebtCon,Sales,4,0,0,119.07,0,31,33.362,2,B
0,8000,177683,251771,DebtCon,Sales,,0,0,138.51,0,22,39.735,1,C
0,8000,75690,96517,DebtCon,ProfEx,1,,,,,,27.336,1,B
1,8000,49685,81020,HomeImp,Other,2,0,3,129.36,0,15,47.001,1,E
1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,44,1,M
1,8000,47823,63000,DebtCon,Other,5,0,0,53.67,2,18,44,2,M
1,8000,61000,90450,HomeImp,Other,4,2,1,139.87,0,9,44,2,M
1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.43,1,20,44,3,M
1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,44,1,M
1,8000,33689.3,48000,DebtCon,Other,3,0,0,103.73,0,13,44,,M
1,8000,47306,68350,HomeImp,Other,9,0,0,82.63,0,20,44,3,M
0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,44,3,M
0,8000,69341,86900,DebtCon,Office,15,0,1,89.27,0,9,44,3,M
0,8000,70917,83500,DebtCon,Mgr,8,0,0,107.5,0,23,44,3,M
0,8000,,34226,HomeImp,Other,,,1,75.37,1,10,44,1,M
0,8000,78720,86800,DebtCon,Other,0.1,4,0,,0,4,44,1,M
0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,44,3,M
0,8000,79200,116500,HomeImp,Other,8,,,,,,44,3,M
0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,44,2,M
0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,44,2,M
0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.03,2,24,44,1,M
0,8000,65000,93600,DebtCon,Other,16,,,140.07,4,16,44,3,M
0,8000,49000,60000,DebtCon,Mgr,11,0,0,107.53,1,19,44,3,M
1,8000,37871,,HomeImp,ProfEx,15,6,2,179.63,0,30,44,3,M
1,8000,4500,,DebtCon,Other,1,3,2,102.43,6,15,44,1,M
1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,44,3,M
1,8000,21944,31352,DebtCon,Other,0,1,1,33.43,9,3,44,1,M
1,8000,86804,113000,DebtCon,Other,7,1,3,145.17,1,20,44,2,M
1,8000,36000,115800,DebtCon,Other,,0,0,168.23,3,30,44,1,M
1,8000,32100,36739,HomeImp,Other,4,0,0,79.46,2,8,31.277,2,B
0,8000,47154,65458,DebtCon,Office,2,0,0,99.99,3,12,38.874,1,C
1,8000,92487,113947,DebtCon,Other,8,0,3,151.82,0,19,26.458,3,B
0,8000,84282,121045,HomeImp,Office,28,0,0,330.17,1,37,35.363,3,C
0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.77,0,22,29.382,1,B
0,8000,80817,89515,DebtCon,Other,0,3,0,,0,4,29.639,1,B
0,8000,,49000,HomeImp,Other,11,1,0,310.4,2,13,44,3,M
0,8000,84730,123455,HomeImp,Other,9,,,,,,40.033,3,C
0,8000,58006,94930,HomeImp,ProfEx,4,0,0,223.2,2,24,30.913,2,B
0,8000,,68572,HomeImp,Office,1,0,0,53.94,0,4,37.704,1,C
0,8100,43553,88242,DebtCon,,2,0,0,207.94,4,30,31.33,1,B
0,8100,78508,200133,HomeImp,Self,14,0,0,9.1,,8,44,3,M
0,8100,48781,50434,HomeImp,Other,5,0,0,75.64,0,18,24.545,2,B
0,8100,84822,123854,HomeImp,Office,31,0,0,340.74,2,38,36.205,3,C
0,8100,53863,74705,DebtCon,Other,0,0,0,66.29,8,21,26.046,1,B
0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.75,1,23,38.821,3,C
